投稿文,画像URL,いいね数,ジャンル
"最新のビジネスツール紹介 - マーケティング関連の最新情報 #1","https://picsum.photos/400/400?random=1753138801851-0",318,"マーケティング"
"業界ニュース速報 - ビジネス関連の最新情報 #2","https://picsum.photos/400/400?random=1753138801851-1",175,"ビジネス"
"業界ニュース速報 - マーケティング関連の最新情報 #3","https://picsum.photos/400/400?random=1753138801851-2",805,"マーケティング"
"最新のビジネスツール紹介 - マーケティング関連の最新情報 #4","https://picsum.photos/400/400?random=1753138801851-3",684,"マーケティング"
"ビジネストレンド最前線 - マーケティング関連の最新情報 #5","https://picsum.photos/400/400?random=1753138801851-4",188,"マーケティング"
"ビジネススキル向上のヒント - マーケティング関連の最新情報 #6","https://picsum.photos/400/400?random=1753138801851-5",384,"マーケティング"
"ビジネストレンド最前線 - ビジネス関連の最新情報 #7","https://picsum.photos/400/400?random=1753138801851-6",672,"ビジネス"
"マーケティング成功事例を解説 - マーケティング関連の最新情報 #8","https://picsum.photos/400/400?random=1753138801851-7",458,"マーケティング"
"最新のビジネスツール紹介 - ビジネス関連の最新情報 #9","https://picsum.photos/400/400?random=1753138801851-8",708,"ビジネス"
"ビジネススキル向上のヒント - ビジネス関連の最新情報 #10","https://picsum.photos/400/400?random=1753138801851-9",402,"ビジネス"
"ビジネススキル向上のヒント - ビジネス関連の最新情報 #11","https://picsum.photos/400/400?random=1753138801851-10",652,"ビジネス"
"業界ニュース速報 - ビジネス関連の最新情報 #12","https://picsum.photos/400/400?random=1753138801851-11",1036,"ビジネス"
