投稿文,画像URL,いいね数,ジャンル
"業界ニュース速報 - ビジネス関連の最新情報 #1","https://picsum.photos/400/400?random=1752908401188-0",554,"ビジネス"
"業界ニュース速報 - ビジネス関連の最新情報 #2","https://picsum.photos/400/400?random=1752908401188-1",115,"ビジネス"
"最新のビジネスツール紹介 - マーケティング関連の最新情報 #3","https://picsum.photos/400/400?random=1752908401188-2",953,"マーケティング"
"最新のビジネスツール紹介 - マーケティング関連の最新情報 #4","https://picsum.photos/400/400?random=1752908401188-3",795,"マーケティング"
"ビジネストレンド最前線 - ビジネス関連の最新情報 #5","https://picsum.photos/400/400?random=1752908401188-4",99,"ビジネス"
"ビジネススキル向上のヒント - マーケティング関連の最新情報 #6","https://picsum.photos/400/400?random=1752908401188-5",365,"マーケティング"
"マーケティング成功事例を解説 - ビジネス関連の最新情報 #7","https://picsum.photos/400/400?random=1752908401188-6",670,"ビジネス"
"起業家インタビュー特集 - マーケティング関連の最新情報 #8","https://picsum.photos/400/400?random=1752908401188-7",623,"マーケティング"
"ビジネススキル向上のヒント - ビジネス関連の最新情報 #9","https://picsum.photos/400/400?random=1752908401188-8",319,"ビジネス"
"業界ニュース速報 - マーケティング関連の最新情報 #10","https://picsum.photos/400/400?random=1752908401188-9",980,"マーケティング"
"最新のビジネスツール紹介 - ビジネス関連の最新情報 #11","https://picsum.photos/400/400?random=1752908401188-10",1006,"ビジネス"
"マーケティング成功事例を解説 - マーケティング関連の最新情報 #12","https://picsum.photos/400/400?random=1752908401188-11",200,"マーケティング"
"マーケティング成功事例を解説 - マーケティング関連の最新情報 #13","https://picsum.photos/400/400?random=1752908401188-12",460,"マーケティング"
